0, 0.7608695652173914
1, 0.9704968944099379
2, 0.9633152173913043
3, 0.9668090062111802
4, 0.969138198757764
5, 0.96972049689441
6, 0.9734083850931677
Accuracy
0.953416149068323, 0.9496402877697842
Final Weights
-0.17060408235732524,-0.045869467872945185,-0.17615401623333013,0.7247352082100122,0.1593926674088698,0.012028634696252954,-0.1624136021910181,-0.042264352924222065,0.07878584102472247,0.1552315313432325,-0.48044274755573046,0.02191085670930573,-0.03776494371413064,-0.17558360056076008,-0.008626712627875843,0.11198957546490196
