0, 0.422360248447205
1, 0.9427406832298136
2, 0.9611801242236024
3, 0.9736024844720497
4, 0.968361801242236
5, 0.9699145962732919
6, 0.9724378881987578
7, 0.9819487577639752
8, 0.9668090062111802
9, 0.9730201863354038
10, 0.9732142857142857
11, 0.9757375776397516
12, 0.9759316770186336
Accuracy
0.9596273291925466, 0.9424460431654677
Final Weights
-6.55236270024756E-4,-0.22726545525866546,-0.6106731417172964,1.0323101392159673,0.33836481462893386,-0.1568367171268958,-0.08907963028961541,0.39090510496501907,-0.3886904155193581,0.11059309129220152,-0.8885915076331057,-0.018740606201070348,0.16194913590044993,-0.26725915476540396,-0.41866228719883225,0.4920887119525391
