0, 0.6428571428571429
1, 0.93847049689441
2, 0.970108695652174
3, 0.96875
4, 0.9609860248447205
5, 0.9664208074534162
6, 0.9699145962732919
7, 0.9650621118012422
Accuracy
0.9192546583850931, 0.8992805755395683
Final Weights
-0.316064966216805,-0.1806620214357236,-0.4234819614836046,0.7269211045398559,-0.18108241130397226,-0.15430697149109038,-0.1552528093636387,-0.05363549400359899,-0.199869196910024,0.11783525402813383,-0.5982898070295435,-0.3938432955419938,-0.01840090826348814,0.2609443471332836,-0.17106181511935956,0.4163802681715989
